MsCode,HECCode,Estimate,RSE,Flag
M003,Total Gross,2441552500,,R
M003,Total Net,2370610600,,R
M003,01,410549200,,R
M003,01.1,41365600,,R
M003,01.1.01,16868800,,R
M003,01.1.01.1,2116800,,R
M003,01.1.01.1.0,2116800,,R
M003,01.1.01.1.0.01,662000,,R
M003,01.1.01.1.0.02,275800,,R
M003,01.1.01.1.0.03,1083300,,R
M003,01.1.01.1.0.04,18900,,L
M003,01.1.01.1.0.05,31500,,L
M003,01.1.01.1.0.06,44800,,L
M003,01.1.01.1.0.99,,,S
M003,01.1.01.2,2795500,,R
M003,01.1.01.2.0,2795500,,R
M003,01.1.01.2.0.01,2795500,,R
M003,01.1.01.3,2468300,,R
M003,01.1.01.3.0,2468300,,R
M003,01.1.01.3.0.01,1889600,,R
M003,01.1.01.3.0.02,526600,,R
M003,01.1.01.3.0.03,52100,,M
M003,01.1.01.4,1965400,,R
M003,01.1.01.4.0,1965400,,R
M003,01.1.01.4.0.01,183300,,M
M003,01.1.01.4.0.02,187800,,M
M003,01.1.01.4.0.03,198200,,M
M003,01.1.01.4.0.04,794000,,R
M003,01.1.01.4.0.05,253800,,L
M003,01.1.01.4.0.06,348300,,R
M003,01.1.01.5,2809600,,R
M003,01.1.01.5.0,2809600,,R
M003,01.1.01.5.0.01,16100,,L
M003,01.1.01.5.0.02,175200,,M
M003,01.1.01.5.0.03,598400,,M
M003,01.1.01.5.0.05,651100,,R
M003,01.1.01.5.0.06,1067100,,R
M003,01.1.01.5.0.07,301700,,M
M003,01.1.01.6,1793800,,R
M003,01.1.01.6.0,1793800,,R
M003,01.1.01.6.0.00,397600,,L
M003,01.1.01.6.0.01,14300,,L
M003,01.1.01.6.0.03,73300,,M
M003,01.1.01.6.0.05,163100,,M
M003,01.1.01.6.0.06,25000,,L
M003,01.1.01.6.0.07,18200,,L
M003,01.1.01.6.0.08,81100,,L
M003,01.1.01.6.0.09,204700,,M
M003,01.1.01.6.0.10,,,S
M003,01.1.01.6.0.11,40900,,L
M003,01.1.01.6.0.12,203100,,M
M003,01.1.01.6.0.13,187700,,M
M003,01.1.01.6.0.14,255900,,L
M003,01.1.01.6.0.99,118900,,M
M003,01.1.01.7,1370800,,R
M003,01.1.01.7.0,1370800,,R
M003,01.1.01.7.0.00,,,S
M003,01.1.01.7.0.01,8300,,P
M003,01.1.01.7.0.02,164700,,M
M003,01.1.01.7.0.03,37100,,L
M003,01.1.01.7.0.04,6800,,L
M003,01.1.01.7.0.05,110600,,M
M003,01.1.01.7.0.06,255900,,R
M003,01.1.01.7.0.07,166500,,M
M003,01.1.01.7.0.08,12300,,L
M003,01.1.01.7.0.09,29400,,M
M003,01.1.01.7.0.10,36700,,L
M003,01.1.01.7.0.12,,,S
M003,01.1.01.7.0.13,141300,,M
M003,01.1.01.7.0.99,392100,,R
M003,01.1.01.8,1548400,,R
M003,01.1.01.8.0,1548400,,R
M003,01.1.01.8.0.00,37200,,L
M003,01.1.01.8.0.01,22600,,M
M003,01.1.01.8.0.02,43300,,M
M003,01.1.01.8.0.03,687800,,R
M003,01.1.01.8.0.04,13500,,L
M003,01.1.01.8.0.05,148800,,M
M003,01.1.01.8.0.06,,,S
M003,01.1.01.8.0.09,227400,,R
M003,01.1.01.8.0.10,40400,,M
M003,01.1.01.8.0.11,153800,,M
M003,01.1.01.8.0.12,41300,,L
M003,01.1.01.8.0.14,,,S
M003,01.1.01.8.0.99,122500,,M
M003,01.1.02,24496800,,R
M003,01.1.02.1,2784600,,R
M003,01.1.02.1.0,2784600,,R
M003,01.1.02.1.0.01,,,S
M003,01.1.02.1.0.02,260900,,M
M003,01.1.02.1.0.03,248300,,R
M003,01.1.02.1.0.04,22600,,L
M003,01.1.02.1.0.05,1432800,,R
M003,01.1.02.1.0.06,89400,,M
M003,01.1.02.1.0.07,619000,,R
M003,01.1.02.1.0.08,110600,,M
M003,01.1.02.2,1761200,,R
M003,01.1.02.2.0,1761200,,R
M003,01.1.02.2.0.01,776000,,R
M003,01.1.02.2.0.02,92000,,M
M003,01.1.02.2.0.03,451300,,R
M003,01.1.02.2.0.04,385300,,R
M003,01.1.02.2.0.99,56600,,L
M003,01.1.02.3,5095200,,R
M003,01.1.02.3.0,5095200,,R
M003,01.1.02.3.0.01,177000,,M
M003,01.1.02.3.0.02,340800,,M
M003,01.1.02.3.0.03,237900,,R
M003,01.1.02.3.0.04,666600,,R
M003,01.1.02.3.0.05,403800,,R
M003,01.1.02.3.0.06,41500,,L
M003,01.1.02.3.0.07,899600,,R
M003,01.1.02.3.0.08,2092800,,R
M003,01.1.02.3.0.09,235300,,R
M003,01.1.02.4,4079200,,R
M003,01.1.02.4.1,1294400,,R
M003,01.1.02.4.1.01,89200,,M
M003,01.1.02.4.1.02,829600,,R
M003,01.1.02.4.1.03,161800,,M
M003,01.1.02.4.1.04,44000,,M
M003,01.1.02.4.1.05,128400,,M
M003,01.1.02.4.1.06,20000,,M
M003,01.1.02.4.1.07,21500,,L
M003,01.1.02.4.2,1539200,,R
M003,01.1.02.4.2.01,282800,,R
M003,01.1.02.4.2.02,134000,,M
M003,01.1.02.4.2.03,936800,,R
M003,01.1.02.4.2.04,185600,,R
M003,01.1.02.4.3,1245600,,R
M003,01.1.02.4.3.00,1245600,,R
M003,01.1.02.5,3024600,,R
M003,01.1.02.5.0,3024600,,R
M003,01.1.02.5.0.01,894000,,R
M003,01.1.02.5.0.02,1929000,,R
M003,01.1.02.5.0.03,116500,,L
M003,01.1.02.5.0.04,85100,,L
M003,01.1.02.6,2923900,,R
M003,01.1.02.6.0,2923900,,R
M003,01.1.02.6.0.00,741200,,M
M003,01.1.02.6.0.01,338000,,M
M003,01.1.02.6.0.02,1657300,,R
M003,01.1.02.6.0.99,187300,,L
M003,01.1.02.7,250200,,M
M003,01.1.02.7.0,250200,,M
M003,01.1.02.7.0.00,,,S
M003,01.1.02.7.0.01,54400,,M
M003,01.1.02.7.0.02,45400,,L
M003,01.1.02.7.0.05,89900,,L
M003,01.1.02.7.0.06,,,S
M003,01.1.02.7.0.99,43300,,L
M003,01.1.02.8,4577900,,R
M003,01.1.02.8.1,2383400,,R
M003,01.1.02.8.1.00,89200,,M
M003,01.1.02.8.1.01,72900,,M
M003,01.1.02.8.1.02,84500,,M
M003,01.1.02.8.1.03,161800,,M
M003,01.1.02.8.1.04,502200,,R
M003,01.1.02.8.1.05,22900,,P
M003,01.1.02.8.1.06,304700,,R
M003,01.1.02.8.1.07,1062300,,R
M003,01.1.02.8.1.08,18100,,L
M003,01.1.02.8.1.99,64800,,M
M003,01.1.02.8.2,2194500,,R
M003,01.1.02.8.2.00,,,S
M003,01.1.02.8.2.01,31200,,L
M003,01.1.02.8.2.02,211800,,M
M003,01.1.02.8.2.03,113100,,M
M003,01.1.02.8.2.06,113600,,R
M003,01.1.02.8.2.07,91500,,M
M003,01.1.02.8.2.09,21700,,L
M003,01.1.02.8.2.10,256000,,M
M003,01.1.02.8.2.11,33400,,L
M003,01.1.02.8.2.12,113400,,M
M003,01.1.02.8.2.13,,,S
M003,01.1.02.8.2.14,499300,,R
M003,01.1.02.8.2.15,265700,,M
M003,01.1.02.8.2.16,76400,,M
M003,01.1.02.8.2.17,33100,,L
M003,01.1.02.8.2.18,62600,,P
M003,01.1.02.8.2.99,266500,,L
M003,01.2,49305800,,R
M003,01.2.01,40915900,,R
M003,01.2.01.1,8942300,,R
M003,01.2.01.1.0,8942300,,R
M003,01.2.01.1.0.00,568300,,P
M003,01.2.01.1.0.01,377000,,M
M003,01.2.01.1.0.02,4202700,,R
M003,01.2.01.1.0.03,2595100,,R
M003,01.2.01.1.0.04,39400,,L
M003,01.2.01.1.0.05,284200,,M
M003,01.2.01.1.0.06,686500,,M
M003,01.2.01.1.0.07,,,S
M003,01.2.01.1.0.99,187700,,M
M003,01.2.01.2,3221700,,R
M003,01.2.01.2.0,3221700,,R
M003,01.2.01.2.0.00,212700,,L
M003,01.2.01.2.0.01,1213400,,R
M003,01.2.01.2.0.02,158500,,M
M003,01.2.01.2.0.03,853800,,M
M003,01.2.01.2.0.04,16900,,L
M003,01.2.01.2.0.05,297900,,M
M003,01.2.01.2.0.06,238300,,M
M003,01.2.01.2.0.99,230200,,L
M003,01.2.01.3,3467800,,R
M003,01.2.01.3.1,51000,,L
M003,01.2.01.3.1.00,,,S
M003,01.2.01.3.1.01,,,S
M003,01.2.01.3.1.02,3600,,L
M003,01.2.01.3.1.03,,,S
M003,01.2.01.3.1.99,,,S
M003,01.2.01.3.2,3416800,,R
M003,01.2.01.3.2.00,210500,,L
M003,01.2.01.3.2.01,1579100,,R
M003,01.2.01.3.2.02,167500,,L
M003,01.2.01.3.2.03,37600,,L
M003,01.2.01.3.2.04,1120900,,M
M003,01.2.01.3.2.05,145000,,L
M003,01.2.01.3.2.99,156100,,P
M003,01.2.01.4,9271800,,R
M003,01.2.01.4.1,9080600,,R
M003,01.2.01.4.1.00,742900,,M
M003,01.2.01.4.1.01,6316100,,R
M003,01.2.01.4.1.02,1553600,,R
M003,01.2.01.4.1.03,40700,,L
M003,01.2.01.4.1.04,103400,,M
M003,01.2.01.4.1.05,73600,,L
M003,01.2.01.4.1.99,250300,,M
M003,01.2.01.4.2,191200,,L
M003,01.2.01.4.2.00,,,S
M003,01.2.01.4.2.01,85700,,P
M003,01.2.01.4.2.02,82300,,L
M003,01.2.01.4.2.99,,,S
M003,01.2.01.5,3740000,,R
M003,01.2.01.5.0,3740000,,R
M003,01.2.01.5.0.00,2734200,,R
M003,01.2.01.5.0.03,152800,,P
M003,01.2.01.5.0.04,284800,,M
M003,01.2.01.5.0.05,286900,,L
M003,01.2.01.5.0.99,281200,,M
M003,01.2.01.6,12272300,,R
M003,01.2.01.6.1,8367400,,R
M003,01.2.01.6.1.00,47500,,P
M003,01.2.01.6.1.01,2234200,,R
M003,01.2.01.6.1.02,239800,,M
M003,01.2.01.6.1.04,187900,,M
M003,01.2.01.6.1.05,795400,,M
M003,01.2.01.6.1.06,,,S
M003,01.2.01.6.1.08,117900,,M
M003,01.2.01.6.1.09,205700,,R
M003,01.2.01.6.1.10,,,S
M003,01.2.01.6.1.11,610100,,M
M003,01.2.01.6.1.12,837000,,R
M003,01.2.01.6.1.13,2457800,,R
M003,01.2.01.6.1.14,269700,,M
M003,01.2.01.6.1.99,346200,,M
M003,01.2.01.6.2,3733000,,R
M003,01.2.01.6.2.00,17200,,L
M003,01.2.01.6.2.01,186600,,M
M003,01.2.01.6.2.02,1437100,,R
M003,01.2.01.6.2.03,,,S
M003,01.2.01.6.2.04,1895800,,R
M003,01.2.01.6.2.05,,,S
M003,01.2.01.6.2.06,,,S
M003,01.2.01.6.2.99,163100,,M
M003,01.2.01.6.3,172000,,M
M003,01.2.01.6.3.00,,,S
M003,01.2.01.6.3.01,86200,,L
M003,01.2.01.6.3.99,77700,,M
M003,01.2.02,8389900,,R
M003,01.2.02.1,3451800,,R
M003,01.2.02.1.0,3451800,,R
M003,01.2.02.1.0.00,647700,,M
M003,01.2.02.1.0.01,89100,,L
M003,01.2.02.1.0.02,1642200,,R
M003,01.2.02.1.0.03,87000,,L
M003,01.2.02.1.0.04,,,S
M003,01.2.02.1.0.05,200400,,M
M003,01.2.02.1.0.99,778200,,M
M003,01.2.02.2,976900,,M
M003,01.2.02.2.0,976900,,M
M003,01.2.02.2.0.00,236900,,L
M003,01.2.02.2.0.03,,,S
M003,01.2.02.2.0.04,150500,,M
M003,01.2.02.2.0.05,124500,,L
M003,01.2.02.2.0.07,168400,,L
M003,01.2.02.2.0.08,,,S
M003,01.2.02.2.0.99,233500,,M
M003,01.2.02.3,3961200,,R
M003,01.2.02.3.1,1769200,,R
M003,01.2.02.3.1.00,56600,,L
M003,01.2.02.3.1.01,180000,,M
M003,01.2.02.3.1.02,696000,,R
M003,01.2.02.3.1.04,692100,,M
M003,01.2.02.3.1.05,,,S
M003,01.2.02.3.1.06,59800,,L
M003,01.2.02.3.1.07,,,S
M003,01.2.02.3.1.99,80400,,L
M003,01.2.02.3.2,1517300,,R
M003,01.2.02.3.2.00,8300,,L
M003,01.2.02.3.2.01,27900,,L
M003,01.2.02.3.2.05,80400,,M
M003,01.2.02.3.2.10,234700,,M
M003,01.2.02.3.2.11,74000,,M
M003,01.2.02.3.2.12,1086800,,R
M003,01.2.02.3.2.99,,,S
M003,01.2.02.3.3,674700,,R
M003,01.2.02.3.3.00,,,S
M003,01.2.02.3.3.01,,,S
M003,01.2.02.3.3.03,76500,,M
M003,01.2.02.3.3.04,103800,,L
M003,01.2.02.3.3.05,82300,,L
M003,01.2.02.3.3.06,209700,,M
M003,01.2.02.3.3.99,181700,,M
M003,01.3,180761400,,R
M003,01.3.01,32078100,,R
M003,01.3.01.1,10200900,,R
M003,01.3.01.1.0,10200900,,R
M003,01.3.01.1.0.00,1182400,,R
M003,01.3.01.1.0.01,1071400,,R
M003,01.3.01.1.0.02,149300,,M
M003,01.3.01.1.0.03,3280500,,R
M003,01.3.01.1.0.04,1713300,,R
M003,01.3.01.1.0.05,112500,,M
M003,01.3.01.1.0.06,1438200,,R
M003,01.3.01.1.0.07,258100,,M
M003,01.3.01.1.0.08,247000,,R
M003,01.3.01.1.0.09,748200,,R
M003,01.3.01.2,10516800,,R
M003,01.3.01.2.0,10516800,,R
M003,01.3.01.2.0.00,178000,,M
M003,01.3.01.2.0.01,458700,,R
M003,01.3.01.2.0.02,913000,,R
M003,01.3.01.2.0.03,2217500,,R
M003,01.3.01.2.0.05,1120600,,R
M003,01.3.01.2.0.06,2731400,,R
M003,01.3.01.2.0.07,390700,,M
M003,01.3.01.2.0.08,75300,,M
M003,01.3.01.2.0.09,93400,,M
M003,01.3.01.2.0.10,689600,,L
M003,01.3.01.2.0.12,31700,,L
M003,01.3.01.2.0.13,38100,,M
M003,01.3.01.2.0.98,1337400,,R
M003,01.3.01.2.0.99,241400,,M
M003,01.3.01.3,3608300,,R
M003,01.3.01.3.0,3608300,,R
M003,01.3.01.3.0.00,31400,,L
M003,01.3.01.3.0.01,344400,,M
M003,01.3.01.3.0.02,799400,,R
M003,01.3.01.3.0.03,687500,,R
M003,01.3.01.3.0.04,253500,,M
M003,01.3.01.3.0.05,1147900,,R
M003,01.3.01.3.0.99,344200,,M
M003,01.3.01.4,1189900,,R
M003,01.3.01.4.0,1189900,,R
M003,01.3.01.4.0.00,94500,,M
M003,01.3.01.4.0.01,210000,,M
M003,01.3.01.4.0.02,225600,,M
M003,01.3.01.4.0.03,216700,,M
M003,01.3.01.4.0.04,280600,,R
M003,01.3.01.4.0.05,,,S
M003,01.3.01.4.0.07,,,S
M003,01.3.01.4.0.99,159100,,M
M003,01.3.01.5,2577300,,R
M003,01.3.01.5.0,2577300,,R
M003,01.3.01.5.0.00,39100,,L
M003,01.3.01.5.0.01,1087800,,R
M003,01.3.01.5.0.02,92900,,M
M003,01.3.01.5.0.03,82800,,M
M003,01.3.01.5.0.04,578200,,M
M003,01.3.01.5.0.05,459300,,M
M003,01.3.01.5.0.06,173200,,M
M003,01.3.01.5.0.07,,,S
M003,01.3.01.5.0.99,58700,,M
M003,01.3.01.6,3984900,,R
M003,01.3.01.6.1,1042400,,R
M003,01.3.01.6.1.01,431500,,R
M003,01.3.01.6.1.02,78100,,M
M003,01.3.01.6.1.03,32600,,M
M003,01.3.01.6.1.04,214200,,M
M003,01.3.01.6.1.05,60800,,L
M003,01.3.01.6.1.99,225300,,M
M003,01.3.01.6.2,1791200,,R
M003,01.3.01.6.2.00,,,S
M003,01.3.01.6.2.01,9300,,P
M003,01.3.01.6.2.02,12100,,L
M003,01.3.01.6.2.04,,,S
M003,01.3.01.6.2.05,50100,,L
M003,01.3.01.6.2.06,1544800,,M
M003,01.3.01.6.2.07,26700,,P
M003,01.3.01.6.2.08,64700,,M
M003,01.3.01.6.2.99,69500,,M
M003,01.3.01.6.3,25000,,L
M003,01.3.01.6.3.00,,,S
M003,01.3.01.6.3.03,17000,,L
M003,01.3.01.6.3.99,8000,,L
M003,01.3.01.6.4,1126200,,R
M003,01.3.01.6.4.00,219200,,M
M003,01.3.01.6.4.01,271500,,M
M003,01.3.01.6.4.02,619000,,R
M003,01.3.01.6.4.99,16500,,P
M003,01.3.02,27176800,,R
M003,01.3.02.1,8235200,,R
M003,01.3.02.1.0,8235200,,R
M003,01.3.02.1.0.01,7351200,,R
M003,01.3.02.1.0.02,584300,,R
M003,01.3.02.1.0.03,299600,,M
M003,01.3.02.2,1188300,,M
M003,01.3.02.2.0,1188300,,M
M003,01.3.02.2.0.01,917200,,M
M003,01.3.02.2.0.02,271100,,M
M003,01.3.02.3,3558100,,R
M003,01.3.02.3.0,3558100,,R
M003,01.3.02.3.0.00,3558100,,R
M003,01.3.02.4,7376900,,R
M003,01.3.02.4.0,7376900,,R
M003,01.3.02.4.0.00,297100,,M
M003,01.3.02.4.0.01,3170100,,R
M003,01.3.02.4.0.02,225600,,M
M003,01.3.02.4.0.03,375200,,R
M003,01.3.02.4.0.04,2140200,,R
M003,01.3.02.4.0.05,498000,,R
M003,01.3.02.4.0.06,552100,,R
M003,01.3.02.4.0.99,118600,,L
M003,01.3.02.5,2746400,,R
M003,01.3.02.5.0,2746400,,R
M003,01.3.02.5.0.00,,,S
M003,01.3.02.5.0.01,976600,,R
M003,01.3.02.5.0.02,41300,,M
M003,01.3.02.5.0.03,384900,,R
M003,01.3.02.5.0.04,135600,,M
M003,01.3.02.5.0.05,121500,,M
M003,01.3.02.5.0.06,133100,,M
M003,01.3.02.5.0.07,416400,,M
M003,01.3.02.5.0.08,315300,,M
M003,01.3.02.5.0.99,219700,,M
M003,01.3.02.6,4072000,,R
M003,01.3.02.6.0,4072000,,R
M003,01.3.02.6.0.01,4051800,,R
M003,01.3.02.6.0.99,20100,,L
M003,01.3.03,5753700,,R
M003,01.3.03.1,2548700,,R
M003,01.3.03.1.0,2548700,,R
M003,01.3.03.1.0.00,2548700,,R
M003,01.3.03.2,1267900,,R
M003,01.3.03.2.0,1267900,,R
M003,01.3.03.2.0.01,1007900,,R
M003,01.3.03.2.0.02,14200,,L
M003,01.3.03.2.0.03,245700,,M
M003,01.3.03.3,1905100,,R
M003,01.3.03.3.0,1905100,,R
M003,01.3.03.3.0.00,190200,,M
M003,01.3.03.3.0.02,942900,,M
M003,01.3.03.3.0.04,,,S
M003,01.3.03.3.0.05,104400,,L
M003,01.3.03.3.0.06,175700,,M
M003,01.3.03.3.0.07,218000,,M
M003,01.3.03.3.0.99,268000,,M
M003,01.3.03.4,32000,,L
M003,01.3.03.4.0,32000,,L
M003,01.3.03.4.0.00,32000,,L
M003,01.3.04,9129500,,R
M003,01.3.04.1,1002100,,R
M003,01.3.04.1.0,1002100,,R
M003,01.3.04.1.0.01,454800,,M
M003,01.3.04.1.0.02,104200,,M
M003,01.3.04.1.0.04,62400,,M
M003,01.3.04.1.0.05,69400,,L
M003,01.3.04.1.0.06,99100,,M
M003,01.3.04.1.0.07,47500,,M
M003,01.3.04.1.0.08,105000,,M
M003,01.3.04.1.0.09,21900,,L
M003,01.3.04.1.0.99,37900,,L
M003,01.3.04.2,388700,,M
M003,01.3.04.2.0,388700,,M
M003,01.3.04.2.0.00,19000,,L
M003,01.3.04.2.0.01,39000,,P
M003,01.3.04.2.0.02,55100,,M
M003,01.3.04.2.0.03,28200,,L
M003,01.3.04.2.0.04,,,S
M003,01.3.04.2.0.05,16400,,P
M003,01.3.04.2.0.06,155200,,M
M003,01.3.04.2.0.99,62100,,L
M003,01.3.04.3,5494000,,R
M003,01.3.04.3.0,5494000,,R
M003,01.3.04.3.0.00,123000,,M
M003,01.3.04.3.0.01,27900,,M
M003,01.3.04.3.0.02,330500,,M
M003,01.3.04.3.0.03,341500,,M
M003,01.3.04.3.0.04,269000,,R
M003,01.3.04.3.0.05,1676500,,R
M003,01.3.04.3.0.06,55100,,M
M003,01.3.04.3.0.07,131900,,M
M003,01.3.04.3.0.08,992200,,R
M003,01.3.04.3.0.09,53000,,M
M003,01.3.04.3.0.10,465700,,R
M003,01.3.04.3.0.11,181900,,M
M003,01.3.04.3.0.12,227900,,M
M003,01.3.04.3.0.13,143800,,M
M003,01.3.04.3.0.99,474300,,R
M003,01.3.04.4,1656300,,R
M003,01.3.04.4.0,1656300,,R
M003,01.3.04.4.0.00,28500,,L
M003,01.3.04.4.0.01,249600,,M
M003,01.3.04.4.0.02,177900,,M
M003,01.3.04.4.0.03,220000,,R
M003,01.3.04.4.0.04,614600,,M
M003,01.3.04.4.0.06,257900,,M
M003,01.3.04.4.0.99,107800,,M
M003,01.3.04.5,498600,,R
M003,01.3.04.5.0,498600,,R
M003,01.3.04.5.0.01,417200,,R
M003,01.3.04.5.0.02,81400,,M
M003,01.3.04.6,89700,,M
M003,01.3.04.6.0,89700,,M
M003,01.3.04.6.0.01,52300,,M
M003,01.3.04.6.0.02,16300,,L
M003,01.3.04.6.0.03,21200,,P
M003,01.3.05,23067400,,R
M003,01.3.05.1,6176000,,R
M003,01.3.05.1.0,6176000,,R
M003,01.3.05.1.0.01,790300,,M
M003,01.3.05.1.0.02,5385700,,R
M003,01.3.05.2,2503400,,R
M003,01.3.05.2.0,2503400,,R
M003,01.3.05.2.0.00,623800,,R
M003,01.3.05.2.0.01,348000,,R
M003,01.3.05.2.0.02,304800,,R
M003,01.3.05.2.0.03,230600,,M
M003,01.3.05.2.0.04,259500,,R
M003,01.3.05.2.0.05,601600,,R
M003,01.3.05.2.0.99,135100,,M
M003,01.3.05.3,4070400,,R
M003,01.3.05.3.0,4070400,,R
M003,01.3.05.3.0.01,544600,,M
M003,01.3.05.3.0.02,1463500,,R
M003,01.3.05.3.0.03,1907500,,R
M003,01.3.05.3.0.04,90100,,L
M003,01.3.05.3.0.05,64700,,L
M003,01.3.05.4,3663500,,R
M003,01.3.05.4.0,3663500,,R
M003,01.3.05.4.0.01,406600,,M
M003,01.3.05.4.0.02,3256900,,R
M003,01.3.05.5,6654100,,R
M003,01.3.05.5.0,6654100,,R
M003,01.3.05.5.0.01,2015000,,R
M003,01.3.05.5.0.02,555900,,R
M003,01.3.05.5.0.03,1126200,,R
M003,01.3.05.5.0.04,428500,,M
M003,01.3.05.5.0.05,2528600,,R
M003,01.3.06,83555800,,R
M003,01.3.06.1,3899800,,R
M003,01.3.06.1.0,3899800,,R
M003,01.3.06.1.0.00,50600,,L
M003,01.3.06.1.0.01,,,S
M003,01.3.06.1.0.02,1129000,,R
M003,01.3.06.1.0.03,212800,,M
M003,01.3.06.1.0.04,,,S
M003,01.3.06.1.0.05,973700,,M
M003,01.3.06.1.0.06,427400,,M
M003,01.3.06.1.0.07,12200,,L
M003,01.3.06.1.0.08,107400,,M
M003,01.3.06.1.0.09,679200,,R
M003,01.3.06.1.0.10,171700,,M
M003,01.3.06.1.0.99,129400,,L
M003,01.3.06.2,1074100,,R
M003,01.3.06.2.0,1074100,,R
M003,01.3.06.2.0.00,,,S
M003,01.3.06.2.0.01,411100,,R
M003,01.3.06.2.0.02,648500,,M
M003,01.3.06.2.0.99,10400,,P
M003,01.3.06.3,2413600,,R
M003,01.3.06.3.0,2413600,,R
M003,01.3.06.3.0.00,65500,,P
M003,01.3.06.3.0.01,1387900,,R
M003,01.3.06.3.0.02,551400,,M
M003,01.3.06.3.0.03,408700,,M
M003,01.3.06.4,852600,,R
M003,01.3.06.4.0,852600,,R
M003,01.3.06.4.0.00,,,S
M003,01.3.06.4.0.01,466400,,R
M003,01.3.06.4.0.02,102700,,L
M003,01.3.06.4.0.03,272700,,R
M003,01.3.06.4.0.99,,,S
M003,01.3.06.5,774900,,R
M003,01.3.06.5.0,774900,,R
M003,01.3.06.5.0.00,,,S
M003,01.3.06.5.0.01,14900,,L
M003,01.3.06.5.0.02,615800,,R
M003,01.3.06.5.0.04,17700,,L
M003,01.3.06.5.0.99,105500,,M
M003,01.3.06.6,532500,,M
M003,01.3.06.6.0,532500,,M
M003,01.3.06.6.0.01,532000,,M
M003,01.3.06.6.0.02,,,S
M003,01.3.06.7,74008300,,R
M003,01.3.06.7.1,5152000,,R
M003,01.3.06.7.1.00,794500,,M
M003,01.3.06.7.1.01,175100,,P
M003,01.3.06.7.1.02,,,S
M003,01.3.06.7.1.03,979000,,M
M003,01.3.06.7.1.98,2825700,,R
M003,01.3.06.7.1.99,377800,,L
M003,01.3.06.7.2,68856200,,R
M003,01.3.06.7.2.00,68814200,,R
M003,01.3.06.7.2.04,,,S
M003,01.4,20189400,,R
M003,01.4.01,6938100,,R
M003,01.4.01.1,4569400,,R
M003,01.4.01.1.0,4569400,,R
M003,01.4.01.1.0.01,4567400,,R
M003,01.4.01.1.0.02,,,S
M003,01.4.01.2,1917400,,R
M003,01.4.01.2.0,1917400,,R
M003,01.4.01.2.0.01,1249600,,R
M003,01.4.01.2.0.02,667900,,M
M003,01.4.01.3,451200,,M
M003,01.4.01.3.0,451200,,M
M003,01.4.01.3.0.01,300100,,M
M003,01.4.01.3.0.99,151100,,M
M003,01.4.02,13251300,,R
M003,01.4.02.1,5662000,,R
M003,01.4.02.1.0,5662000,,R
M003,01.4.02.1.0.00,5662000,,R
M003,01.4.02.2,995900,,R
M003,01.4.02.2.0,995900,,R
M003,01.4.02.2.0.00,995900,,R
M003,01.4.02.3,2253000,,R
M003,01.4.02.3.0,2253000,,R
M003,01.4.02.3.0.01,2123300,,R
M003,01.4.02.3.0.02,82900,,M
M003,01.4.02.3.0.03,46800,,L
M003,01.4.02.4,508200,,R
M003,01.4.02.4.0,508200,,R
M003,01.4.02.4.0.01,170300,,M
M003,01.4.02.4.0.02,218400,,M
M003,01.4.02.4.0.03,46900,,M
M003,01.4.02.4.0.04,23800,,L
M003,01.4.02.4.0.99,48800,,L
M003,01.4.02.5,379600,,M
M003,01.4.02.5.0,379600,,M
M003,01.4.02.5.0.00,379600,,M
M003,01.4.02.6,3452600,,R
M003,01.4.02.6.0,3452600,,R
M003,01.4.02.6.0.00,2893100,,M
M003,01.4.02.6.0.01,437300,,M
M003,01.4.02.6.0.99,122200,,L
M003,01.5,118927100,,R
M003,01.5.01,46527800,,R
M003,01.5.01.0,46527800,,R
M003,01.5.01.0.0,46527800,,R
M003,01.5.01.0.0.00,3663000,,M
M003,01.5.01.0.0.01,4014300,,M
M003,01.5.01.0.0.02,18228100,,R
M003,01.5.01.0.0.03,20053100,,R
M003,01.5.01.0.0.04,569300,,M
M003,01.5.02,68591100,,R
M003,01.5.02.0,68591100,,R
M003,01.5.02.0.0,68591100,,R
M003,01.5.02.0.0.00,5455400,,R
M003,01.5.02.0.0.01,155700,,L
M003,01.5.02.0.0.02,300900,,L
M003,01.5.02.0.0.03,3034700,,R
M003,01.5.02.0.0.04,212900,,M
M003,01.5.02.0.0.05,2674300,,R
M003,01.5.02.0.0.06,5130800,,R
M003,01.5.02.0.0.07,9312600,,R
M003,01.5.02.0.0.08,852800,,R
M003,01.5.02.0.0.09,1059000,,R
M003,01.5.02.0.0.10,21300,,L
M003,01.5.02.0.0.11,308200,,M
M003,01.5.02.0.0.12,49700,,L
M003,01.5.02.0.0.13,272300,,L
M003,01.5.02.0.0.14,2663900,,M
M003,01.5.02.0.0.15,8661900,,R
M003,01.5.02.0.0.16,1683400,,R
M003,01.5.02.0.0.17,207500,,M
M003,01.5.02.0.0.18,1458800,,R
M003,01.5.02.0.0.19,615700,,M
M003,01.5.02.0.0.20,35100,,L
M003,01.5.02.0.0.21,4267100,,R
M003,01.5.02.0.0.22,9495700,,R
M003,01.5.02.0.0.23,451400,,M
M003,01.5.02.0.0.24,72300,,L
M003,01.5.02.0.0.26,154900,,M
M003,01.5.02.0.0.27,258600,,M
M003,01.5.02.0.0.97,404500,,M
M003,01.5.02.0.0.98,6268700,,R
M003,01.5.02.0.0.99,3050800,,R
