MsCode,HECCode,Estimate,RSE,Flag
M004,03.2.03.0.0,2.5,,M
M004,03.2.03.0.0.00,,,S
M004,03.2.03.0.0.01,,,S
M004,03.2.03.0.0.02,1.4,,M
M004,03.2.03.0.0.04,0.4,,L
M004,03.2.03.0.0.05,0.4,,L
M004,03.2.03.0.0.07,,,S
M004,03.2.03.0.0.08,0.3,,L
M004,03.2.03.0.0.99,,,S
M004,03.2.04,1.8,,M
M004,03.2.04.0,1.8,,M
M004,03.2.04.0.0,1.8,,M
M004,03.2.04.0.0.00,,,S
M004,03.2.04.0.0.01,,,S
M004,03.2.04.0.0.02,0.6,,L
M004,03.2.04.0.0.04,,,S
M004,03.2.04.0.0.05,,,S
M004,03.2.04.0.0.07,,,S
M004,03.2.04.0.0.08,0.5,,L
M004,03.2.04.0.0.99,0.5,,P
M004,03.2.05,1.1,,M
M004,03.2.05.0,1.1,,M
M004,03.2.05.0.0,1.1,,M
M004,03.2.05.0.0.01,,,S
M004,03.2.05.0.0.02,0.3,,L
M004,03.2.05.0.0.03,,,S
M004,03.2.05.0.0.04,0.3,,L
M004,03.2.05.0.0.06,0.3,,L
M004,03.2.05.0.0.99,,,S
M004,04,99.4,,R
M004,04.1,35.4,,R
M004,04.1.01,33.3,,R
M004,04.1.01.1,32.8,,R
M004,04.1.01.1.0,32.8,,R
M004,04.1.01.1.0.01,0.4,,L
M004,04.1.01.1.0.02,32.3,,R
M004,04.1.01.1.0.03,0.1,,L
M004,04.1.01.2,0.7,,M
M004,04.1.01.2.0,0.7,,M
M004,04.1.01.2.0.01,,,S
M004,04.1.01.2.0.02,,,S
M004,04.1.01.2.0.03,,,S
M004,04.1.01.2.0.04,0.2,,L
M004,04.1.01.2.0.05,0.3,,L
M004,04.1.02,9.9,,M
M004,04.1.02.0,9.9,,M
M004,04.1.02.0.0,9.9,,M
M004,04.1.02.0.0.01,8.8,,R
M004,04.1.02.0.0.02,2.8,,M
M004,04.1.02.0.0.99,0.7,,L
M004,04.2,37,,R
M004,04.2.01,28.9,,R
M004,04.2.01.2,28.9,,R
M004,04.2.01.2.0,28.9,,R
M004,04.2.01.2.0.01,27.6,,R
M004,04.2.01.2.0.02,8.2,,M
M004,04.2.01.2.0.03,0.7,,L
M004,04.2.01.2.0.04,0.4,,L
M004,04.2.02,7.7,,M
M004,04.2.02.0,7.7,,M
M004,04.2.02.0.1,1.2,,L
M004,04.2.02.0.1.01,0.4,,L
M004,04.2.02.0.1.02,0.5,,L
M004,04.2.02.0.1.03,,,S
M004,04.2.02.0.1.99,0.2,,P
M004,04.2.02.0.2,0.2,,P
M004,04.2.02.0.2.01,,,S
M004,04.2.02.0.2.99,0.1,,P
M004,04.2.02.0.3,1,,L
M004,04.2.02.0.3.01,0.5,,P
M004,04.2.02.0.3.02,0.5,,L
M004,04.2.02.0.4,1.1,,L
M004,04.2.02.0.4.01,0.8,,L
M004,04.2.02.0.4.02,,,S
M004,04.2.02.0.4.03,0.1,,P
M004,04.2.02.0.4.04,0.2,,P
M004,04.2.02.0.4.05,,,S
M004,04.2.02.0.4.99,,,S
M004,04.2.02.0.5,,,S
M004,04.2.02.0.5.01,,,S
M004,04.2.02.0.5.02,,,S
M004,04.2.02.0.5.03,,,S
M004,04.2.02.0.5.04,,,S
M004,04.2.02.0.6,3.6,,M
M004,04.2.02.0.6.01,1.1,,L
M004,04.2.02.0.6.02,1.8,,M
M004,04.2.02.0.6.03,0.5,,L
M004,04.2.02.0.6.04,0.7,,L
M004,04.2.02.0.7,1.3,,L
M004,04.2.02.0.7.01,,,S
M004,04.2.02.0.7.02,0.3,,L
M004,04.2.02.0.7.03,0.4,,L
M004,04.2.02.0.7.04,0.3,,P
M004,04.2.02.0.7.05,0.5,,L
M004,04.2.02.0.8,4.5,,M
M004,04.2.02.0.8.00,,,S
M004,04.2.02.0.8.01,,,S
M004,04.2.02.0.8.02,0.2,,L
M004,04.2.02.0.8.03,1.2,,M
M004,04.2.02.0.8.04,0.3,,P
M004,04.2.02.0.8.05,2.3,,M
M004,04.2.02.0.8.06,0.4,,P
M004,04.2.02.0.8.07,0.3,,P
M004,04.2.02.0.8.08,,,S
M004,04.2.02.0.8.09,0.4,,L
M004,04.2.02.0.8.10,,,S
M004,04.2.02.0.8.98,,,S
M004,04.2.02.0.8.99,,,S
M004,04.2.03,12.5,,M
M004,04.2.03.0,12.5,,M
M004,04.2.03.0.0,12.5,,M
M004,04.2.03.0.0.01,0.4,,L
M004,04.2.03.0.0.02,0.6,,L
M004,04.2.03.0.0.03,0.6,,L
M004,04.2.03.0.0.04,0.4,,L
M004,04.2.03.0.0.05,0.2,,L
M004,04.2.03.0.0.06,0.2,,L
M004,04.2.03.0.0.07,2,,M
M004,04.2.03.0.0.08,3,,M
M004,04.2.03.0.0.09,1.3,,L
M004,04.2.03.0.0.10,0.5,,L
M004,04.2.03.0.0.11,0.9,,L
M004,04.2.03.0.0.12,2.8,,M
M004,04.2.03.0.0.13,0.3,,L
M004,04.2.03.0.0.14,,,S
M004,04.2.03.0.0.15,,,S
M004,04.2.03.0.0.16,,,S
M004,04.2.03.0.0.17,1.6,,L
M004,04.2.03.0.0.18,,,S
M004,04.2.03.0.0.19,0.8,,L
M004,04.2.03.0.0.20,,,S
M004,04.2.03.0.0.21,1.4,,M
M004,04.2.03.0.0.22,,,S
M004,04.2.03.0.0.23,0.3,,L
M004,04.2.03.0.0.24,1.8,,P
M004,04.2.03.0.0.25,0.2,,L
M004,04.2.03.0.0.99,0.5,,L
M004,04.3,27,,R
M004,04.3.01,10.8,,M
M004,04.3.01.0,10.8,,M
M004,04.3.01.0.1,0.4,,P
M004,04.3.01.0.1.01,,,S
M004,04.3.01.0.1.02,,,S
M004,04.3.01.0.1.03,0.2,,P
M004,04.3.01.0.1.99,0.2,,L
M004,04.3.01.0.2,0.2,,L
M004,04.3.01.0.2.01,,,S
M004,04.3.01.0.2.99,0.1,,L
M004,04.3.01.0.3,2.8,,M
M004,04.3.01.0.3.01,1.2,,L
M004,04.3.01.0.3.02,0.4,,L
M004,04.3.01.0.3.03,1.3,,L
M004,04.3.01.0.4,3.5,,L
M004,04.3.01.0.4.01,1.8,,L
M004,04.3.01.0.4.02,0.5,,P
M004,04.3.01.0.4.03,0.8,,M
M004,04.3.01.0.4.04,0.5,,L
M004,04.3.01.0.4.05,,,S
M004,04.3.01.0.4.99,0.5,,P
M004,04.3.01.0.5,2.2,,M
M004,04.3.01.0.5.01,0.8,,L
M004,04.3.01.0.5.02,1,,M
M004,04.3.01.0.5.03,0.3,,L
M004,04.3.01.0.5.04,0.3,,L
M004,04.3.01.0.6,1.2,,M
M004,04.3.01.0.6.01,0.4,,P
M004,04.3.01.0.6.02,0.7,,M
M004,04.3.01.0.6.03,0.1,,L
M004,04.3.01.0.6.04,,,S
M004,04.3.01.0.7,0.5,,P
M004,04.3.01.0.7.01,,,S
M004,04.3.01.0.7.02,0.1,,P
M004,04.3.01.0.7.03,0.1,,P
M004,04.3.01.0.7.04,0.2,,L
M004,04.3.01.0.7.05,,,S
M004,04.3.01.0.8,3.5,,M
M004,04.3.01.0.8.00,,,S
M004,04.3.01.0.8.01,,,S
M004,04.3.01.0.8.02,0.2,,L
M004,04.3.01.0.8.03,1.9,,M
M004,04.3.01.0.8.04,0.3,,L
M004,04.3.01.0.8.05,0.2,,L
M004,04.3.01.0.8.06,0.2,,L
M004,04.3.01.0.8.07,0.1,,L
M004,04.3.01.0.8.08,,,S
M004,04.3.01.0.8.09,0.2,,P
M004,04.3.01.0.8.98,,,S
M004,04.3.01.0.8.99,0.5,,L
M004,04.3.02,19.1,,M
M004,04.3.02.0,19.1,,M
M004,04.3.02.0.0,19.1,,M
M004,04.3.02.0.0.01,0.5,,L
M004,04.3.02.0.0.02,0.5,,L
M004,04.3.02.0.0.03,0.4,,P
M004,04.3.02.0.0.04,0.4,,L
M004,04.3.02.0.0.05,2.4,,M
M004,04.3.02.0.0.06,1.5,,M
M004,04.3.02.0.0.07,6.4,,M
M004,04.3.02.0.0.08,0.8,,L
M004,04.3.02.0.0.09,0.4,,L
M004,04.3.02.0.0.10,0.7,,P
M004,04.3.02.0.0.11,3.6,,M
M004,04.3.02.0.0.12,2.4,,M
M004,04.3.02.0.0.13,,,S
M004,04.3.02.0.0.14,0.3,,P
M004,04.3.02.0.0.15,0.3,,L
M004,04.3.02.0.0.16,0.5,,L
M004,04.3.02.0.0.17,,,S
M004,04.3.02.0.0.18,1,,M
M004,04.3.02.0.0.19,,,S
M004,04.3.02.0.0.20,0.3,,L
M004,04.3.02.0.0.21,1.9,,M
M004,04.3.02.0.0.22,0.9,,M
M004,04.3.02.0.0.23,1,,L
M004,04.3.02.0.0.24,0.8,,L
M004,04.3.02.0.0.99,1.1,,L
M004,04.4,70.2,,R
M004,04.4.01,31.2,,R
M004,04.4.01.0,31.2,,R
M004,04.4.01.0.0,31.2,,R
M004,04.4.01.0.0.00,31.2,,R
M004,04.4.02,7.7,,M
M004,04.4.02.0,7.7,,M
M004,04.4.02.0.0,7.7,,M
M004,04.4.02.0.0.01,1.6,,M
M004,04.4.02.0.0.02,4.7,,R
M004,04.4.02.0.0.03,1.4,,M
M004,04.4.02.0.0.99,,,S
M004,04.4.03,60.4,,R
M004,04.4.03.1,60.4,,R
M004,04.4.03.1.0,60.4,,R
M004,04.4.03.1.0.01,35.3,,R
M004,04.4.03.1.0.02,17.1,,R
M004,04.4.03.1.0.03,1.7,,M
M004,04.4.03.1.0.04,1,,L
M004,04.4.03.1.0.05,22.3,,R
M004,04.4.03.1.0.06,1.7,,M
M004,04.4.03.2,,,S
M004,04.4.03.2.0,,,S
M004,04.4.03.2.0.01,,,S
M004,04.4.03.2.0.02,,,S
M004,04.4.03.2.0.99,,,S
M004,04.4.04,0.5,,L
M004,04.4.04.0,0.5,,L
M004,04.4.04.0.0,0.5,,L
M004,04.4.04.0.0.00,0.5,,L
M004,04.5,96.1,,R
M004,04.5.01,88.2,,R
M004,04.5.01.0,88.2,,R
M004,04.5.01.0.0,88.2,,R
M004,04.5.01.0.0.00,88.2,,R
M004,04.5.02,36.7,,R
M004,04.5.02.1,9.9,,R
M004,04.5.02.1.0,9.9,,R
M004,04.5.02.1.0.00,9.9,,R
M004,04.5.02.2,29.2,,R
M004,04.5.02.2.0,29.2,,R
M004,04.5.02.2.0.00,29.2,,R
M004,04.5.03,12.6,,R
M004,04.5.03.0,12.6,,R
M004,04.5.03.0.0,12.6,,R
M004,04.5.03.0.0.01,1.7,,L
M004,04.5.03.0.0.02,11.7,,R
M004,04.5.04,0.2,,L
M004,04.5.04.0,0.2,,L
M004,04.5.04.0.0,0.2,,L
M004,04.5.04.0.0.01,0.2,,L
M004,04.5.05,9.9,,R
M004,04.5.05.0,9.9,,R
M004,04.5.05.0.0,9.9,,R
M004,04.5.05.0.0.02,6.7,,R
M004,04.5.05.0.0.03,0.6,,L
M004,04.5.05.0.0.04,2.2,,M
M004,04.5.05.0.0.99,0.7,,L
M004,04.6,5.7,,M
M004,04.6.00,5.7,,M
M004,04.6.00.0,5.7,,M
M004,04.6.00.0.0,5.7,,M
M004,04.6.00.0.0.01,1.5,,M
M004,04.6.00.0.0.02,,,S
M004,04.6.00.0.0.03,1.8,,L
M004,04.6.00.0.0.99,2.5,,M
M004,05,79.7,,R
M004,05.1,26.9,,R
M004,05.1.01,24,,R
M004,05.1.01.0,24,,R
M004,05.1.01.0.0,24,,R
M004,05.1.01.0.0.00,,,S
M004,05.1.01.0.0.01,,,S
M004,05.1.01.0.0.02,,,S
M004,05.1.01.0.0.03,,,S
M004,05.1.01.0.0.04,,,S
M004,05.1.01.0.0.05,,,S
M004,05.1.01.0.0.06,2,,M
M004,05.1.01.0.0.07,0.6,,L
M004,05.1.01.0.0.08,,,S
M004,05.1.01.0.0.09,0.5,,L
M004,05.1.01.0.0.10,,,S
M004,05.1.01.0.0.11,0.9,,L
M004,05.1.01.0.0.12,,,S
M004,05.1.01.0.0.13,1.3,,L
M004,05.1.01.0.0.14,0.7,,M
M004,05.1.01.0.0.15,0.3,,P
M004,05.1.01.0.0.16,3,,M
M004,05.1.01.0.0.17,0.9,,L
M004,05.1.01.0.0.18,1.4,,M
M004,05.1.01.0.0.19,0.2,,L
M004,05.1.01.0.0.20,5.1,,M
M004,05.1.01.0.0.21,0.2,,L
M004,05.1.01.0.0.22,0.5,,L
M004,05.1.01.0.0.23,1,,L
M004,05.1.01.0.0.24,,,S
M004,05.1.01.0.0.25,0.5,,L
M004,05.1.01.0.0.26,,,S
M004,05.1.01.0.0.27,0.5,,L
M004,05.1.01.0.0.28,0.2,,P
M004,05.1.01.0.0.30,0.6,,L
M004,05.1.01.0.0.31,1.4,,M
M004,05.1.01.0.0.32,,,S
M004,05.1.01.0.0.33,,,S
M004,05.1.01.0.0.34,,,S
M004,05.1.01.0.0.36,0.3,,L
M004,05.1.01.0.0.37,0.7,,L
M004,05.1.01.0.0.38,,,S
M004,05.1.01.0.0.39,1.4,,M
M004,05.1.01.0.0.40,0.3,,L
M004,05.1.01.0.0.41,0.1,,P
M004,05.1.01.0.0.42,0.3,,L
M004,05.1.01.0.0.43,0.2,,P
M004,05.1.01.0.0.44,,,S
M004,05.1.01.0.0.45,0.8,,L
M004,05.1.01.0.0.46,2.5,,M
M004,05.1.01.0.0.47,0.6,,M
M004,05.1.01.0.0.48,0.2,,P
M004,05.1.01.0.0.49,0.1,,L
M004,05.1.01.0.0.96,5.6,,M
M004,05.1.01.0.0.97,,,S
M004,05.1.01.0.0.98,,,S
M004,05.1.01.0.0.99,0.1,,P
M004,05.1.02,4.6,,M
M004,05.1.02.0,4.6,,M
M004,05.1.02.0.0,4.6,,M
M004,05.1.02.0.0.00,,,S
M004,05.1.02.0.0.01,1.9,,M
M004,05.1.02.0.0.02,0.7,,M
M004,05.1.02.0.0.03,0.3,,P
M004,05.1.02.0.0.04,1.5,,M
M004,05.1.02.0.0.05,,,S
M004,05.1.02.0.0.06,0.3,,L
M004,05.1.02.0.0.99,,,S
M004,05.1.03,0.7,,P
M004,05.1.03.0,0.7,,P
M004,05.1.03.0.0,0.7,,P
M004,05.1.03.0.0.01,,,S
M004,05.1.03.0.0.02,0.2,,P
M004,05.1.03.0.0.03,0.5,,P
M004,05.1.03.0.0.04,,,S
M004,05.2,13.7,,R
M004,05.2.00,13.7,,R
M004,05.2.00.0,13.7,,R
M004,05.2.00.0.0,13.7,,R
M004,05.2.00.0.0.00,0.1,,P
M004,05.2.00.0.0.01,0.2,,P
M004,05.2.00.0.0.02,1.3,,M
M004,05.2.00.0.0.03,2.2,,M
M004,05.2.00.0.0.04,1.1,,M
M004,05.2.00.0.0.05,1.8,,M
M004,05.2.00.0.0.06,,,S
M004,05.2.00.0.0.07,0.5,,L
M004,05.2.00.0.0.09,,,S
M004,05.2.00.0.0.10,,,S
M004,05.2.00.0.0.11,0.3,,L
M004,05.2.00.0.0.12,0.4,,L
M004,05.2.00.0.0.14,8.1,,M
M004,05.2.00.0.0.99,0.4,,L
M004,05.3,30.6,,R
M004,05.3.01,25.3,,M
M004,05.3.01.1,8.5,,R
M004,05.3.01.1.0,8.5,,R
M004,05.3.01.1.0.01,0.7,,M
M004,05.3.01.1.0.02,1.2,,M
M004,05.3.01.1.0.03,0.2,,P
M004,05.3.01.1.0.04,2.7,,M
M004,05.3.01.1.0.05,3.3,,M
M004,05.3.01.1.0.06,0.8,,M
M004,05.3.01.2,10.9,,R
M004,05.3.01.2.0,10.9,,R
M004,05.3.01.2.0.01,1.7,,M
M004,05.3.01.2.0.02,,,S
M004,05.3.01.2.0.03,2.3,,M
M004,05.3.01.2.0.04,5.9,,R
M004,05.3.01.2.0.05,1.5,,M
M004,05.3.01.2.0.06,0.5,,L
M004,05.3.01.3,6.5,,R
M004,05.3.01.3.0,6.5,,R
M004,05.3.01.3.0.00,,,S
M004,05.3.01.3.0.01,1.5,,M
M004,05.3.01.3.0.02,4.2,,M
M004,05.3.01.3.0.03,1.1,,M
M004,05.3.01.3.0.04,0.4,,L
M004,05.3.01.3.0.05,0.2,,L
M004,05.3.01.3.0.06,,,S
M004,05.3.01.3.0.99,,,S
M004,05.3.01.4,6.1,,R
M004,05.3.01.4.0,6.1,,R
M004,05.3.01.4.0.01,0.5,,L
M004,05.3.01.4.0.02,0.3,,L
M004,05.3.01.4.0.03,0.1,,P
M004,05.3.01.4.0.04,0.7,,M
M004,05.3.01.4.0.05,0.2,,L
M004,05.3.01.4.0.06,,,S
M004,05.3.01.4.0.07,2.3,,M
M004,05.3.01.4.0.08,0.1,,L
M004,05.3.01.4.0.99,2.1,,M
M004,05.3.01.5,0.1,,L
M004,05.3.01.5.0,0.1,,L
M004,05.3.01.5.0.00,0.1,,L
M004,05.3.01.6,,,S
M004,05.3.01.6.0,,,S
M004,05.3.01.6.0.00,,,S
M004,05.3.01.7,1.5,,P
M004,05.3.01.7.0,1.5,,P
M004,05.3.01.7.0.00,,,S
M004,05.3.01.7.0.01,,,S
M004,05.3.01.7.0.02,0.2,,L
M004,05.3.01.7.0.03,1.3,,L
M004,05.3.01.7.0.04,,,S
M004,05.3.01.7.0.99,,,S
M004,05.3.02,2.5,,M
M004,05.3.02.0,2.5,,M
M004,05.3.02.0.0,2.5,,M
M004,05.3.02.0.0.00,,,S
M004,05.3.02.0.0.01,,,S
M004,05.3.02.0.0.02,0.3,,L
M004,05.3.02.0.0.03,,,S
M004,05.3.02.0.0.04,,,S
M004,05.3.02.0.0.05,0.3,,L
M004,05.3.02.0.0.06,,,S
M004,05.3.02.0.0.07,0.1,,L
M004,05.3.02.0.0.08,,,S
M004,05.3.02.0.0.09,,,S
M004,05.3.02.0.0.10,,,S
M004,05.3.02.0.0.11,0.1,,P
M004,05.3.02.0.0.12,0.3,,L
M004,05.3.02.0.0.13,0.3,,L
M004,05.3.02.0.0.14,,,S
M004,05.3.02.0.0.15,0.5,,L
M004,05.3.02.0.0.99,,,S
M004,05.3.03,6.4,,L
M004,05.3.03.0,6.4,,L
M004,05.3.03.0.0,6.4,,L
M004,05.3.03.0.0.01,,,S
M004,05.3.03.0.0.02,4.8,,L
M004,05.3.03.0.0.03,,,S
M004,05.3.03.0.0.04,1.6,,M
M004,05.4,16.2,,R
M004,05.4.00,16.2,,R
M004,05.4.00.1,4.9,,M
M004,05.4.00.1.0,4.9,,M
M004,05.4.00.1.0.00,0.4,,L
M004,05.4.00.1.0.01,,,S
M004,05.4.00.1.0.02,,,S
M004,05.4.00.1.0.03,2,,M
M004,05.4.00.1.0.04,1,,L
M004,05.4.00.1.0.05,0.5,,L
M004,05.4.00.1.0.06,,,S
M004,05.4.00.1.0.08,0.3,,L
M004,05.4.00.1.0.10,,,S
M004,05.4.00.1.0.11,,,S
M004,05.4.00.1.0.12,,,S
M004,05.4.00.1.0.13,,,S
M004,05.4.00.1.0.14,0.5,,L
M004,05.4.00.1.0.15,,,S
M004,05.4.00.1.0.99,0.6,,P
M004,05.4.00.2,13.2,,R
M004,05.4.00.2.0,13.2,,R
M004,05.4.00.2.0.00,0.3,,P
M004,05.4.00.2.0.01,0.5,,P
M004,05.4.00.2.0.02,,,S
M004,05.4.00.2.0.03,0.7,,L
M004,05.4.00.2.0.04,0.4,,P
M004,05.4.00.2.0.05,,,S
M004,05.4.00.2.0.06,0.6,,L
M004,05.4.00.2.0.07,,,S
M004,05.4.00.2.0.08,0.4,,L
M004,05.4.00.2.0.09,4.1,,M
M004,05.4.00.2.0.10,1.8,,M
M004,05.4.00.2.0.11,2,,M
M004,05.4.00.2.0.12,1.4,,M
M004,05.4.00.2.0.13,,,S
M004,05.4.00.2.0.14,0.2,,L
M004,05.4.00.2.0.15,0.2,,P
M004,05.4.00.2.0.16,0.5,,L
M004,05.4.00.2.0.17,1.2,,M
M004,05.4.00.2.0.19,0.2,,L
M004,05.4.00.2.0.20,0.4,,L
M004,05.4.00.2.0.23,,,S
M004,05.4.00.2.0.99,1.1,,L
M004,05.5,27.6,,R
M004,05.5.01,16.8,,R
M004,05.5.01.0,16.8,,R
M004,05.5.01.0.0,16.8,,R
M004,05.5.01.0.0.00,,,S
M004,05.5.01.0.0.01,0.2,,P
M004,05.5.01.0.0.02,7.4,,M
M004,05.5.01.0.0.03,8.8,,R
M004,05.5.01.0.0.04,,,S
M004,05.5.01.0.0.05,,,S
M004,05.5.01.0.0.06,3.2,,M
M004,05.5.01.0.0.07,0.8,,L
M004,05.5.01.0.0.99,0.3,,L
M004,05.5.02,13.9,,R
M004,05.5.02.0,13.9,,R
M004,05.5.02.0.0,13.9,,R
M004,05.5.02.0.0.00,0.3,,L
M004,05.5.02.0.0.01,0.6,,L
M004,05.5.02.0.0.02,0.3,,L
M004,05.5.02.0.0.03,,,S
M004,05.5.02.0.0.04,3.1,,M
M004,05.5.02.0.0.05,4,,M
M004,05.5.02.0.0.06,2.1,,M
M004,05.5.02.0.0.07,0.7,,M
M004,05.5.02.0.0.08,0.5,,L
M004,05.5.02.0.0.09,0.3,,L
M004,05.5.02.0.0.10,0.2,,P
M004,05.5.02.0.0.11,1.1,,M
M004,05.5.02.0.0.12,,,S
M004,05.5.02.0.0.13,,,S
M004,05.5.02.0.0.14,,,S
M004,05.5.02.0.0.15,0.3,,L
M004,05.5.02.0.0.16,,,S
M004,05.5.02.0.0.17,0.5,,L
M004,05.5.02.0.0.18,,,S
M004,05.5.02.0.0.19,,,S
M004,05.5.02.0.0.20,0.3,,L
M004,05.5.02.0.0.21,0.6,,P
M004,05.5.02.0.0.22,,,S
M004,05.5.02.0.0.23,0.8,,M
M004,05.5.02.0.0.99,0.3,,L
M004,05.6,53.3,,R
M004,05.6.01,50.9,,R
M004,05.6.01.1,32,,R
M004,05.6.01.1.0,32,,R
M004,05.6.01.1.0.00,0.6,,L
M004,05.6.01.1.0.01,2.4,,M
M004,05.6.01.1.0.02,13.2,,R
M004,05.6.01.1.0.03,2,,M
M004,05.6.01.1.0.04,11.9,,R
M004,05.6.01.1.0.05,0.6,,L
M004,05.6.01.1.0.06,0.5,,P
M004,05.6.01.1.0.07,9.3,,R
M004,05.6.01.1.0.08,0.6,,L
M004,05.6.01.1.0.09,,,S
M004,05.6.01.1.0.10,0.3,,L
M004,05.6.01.1.0.11,,,S
M004,05.6.01.1.0.12,,,S
M004,05.6.01.1.0.13,3.9,,M
M004,05.6.01.1.0.14,,,S
M004,05.6.01.1.0.15,,,S
M004,05.6.01.1.0.16,1.1,,M
M004,05.6.01.1.0.17,3.6,,M
M004,05.6.01.1.0.18,,,S
M004,05.6.01.1.0.99,,,S
M004,05.6.01.2,37.2,,R
M004,05.6.01.2.0,37.2,,R
M004,05.6.01.2.0.01,1,,M
M004,05.6.01.2.0.02,1.3,,L
M004,05.6.01.2.0.03,0.2,,L
M004,05.6.01.2.0.04,5.8,,M
M004,05.6.01.2.0.05,,,S
M004,05.6.01.2.0.06,2.9,,M
M004,05.6.01.2.0.07,1.9,,M
M004,05.6.01.2.0.08,10.9,,M
M004,05.6.01.2.0.09,0.3,,L
M004,05.6.01.2.0.10,1.4,,L
M004,05.6.01.2.0.11,0.3,,L
M004,05.6.01.2.0.12,1.1,,M
M004,05.6.01.2.0.13,1,,M
M004,05.6.01.2.0.14,0.5,,L
M004,05.6.01.2.0.15,1.6,,M
M004,05.6.01.2.0.16,12,,R
M004,05.6.01.2.0.17,0.4,,L
M004,05.6.01.2.0.18,6.1,,R
M004,05.6.01.2.0.19,0.4,,P
M004,05.6.01.2.0.20,,,S
M004,05.6.01.2.0.21,0.2,,P
M004,05.6.01.2.0.22,1.5,,M
M004,05.6.01.2.0.23,0.4,,L
M004,05.6.01.2.0.24,1.5,,M
M004,05.6.01.2.0.25,2.2,,M
M004,05.6.01.2.0.26,,,S
M004,05.6.01.2.0.98,,,S
M004,05.6.01.2.0.99,2.2,,M
M004,05.6.02,5,,M
M004,05.6.02.0,5,,M
M004,05.6.02.0.0,5,,M
M004,05.6.02.0.0.01,1.4,,M
M004,05.6.02.0.0.02,1.3,,M
M004,05.6.02.0.0.03,0.5,,L
M004,05.6.02.0.0.04,,,S
M004,05.6.02.0.0.09,0.2,,L
M004,05.6.02.0.0.10,,,S
M004,05.6.02.0.0.11,,,S
M004,05.6.02.0.0.12,0.1,,P
M004,05.6.02.0.0.13,,,S
M004,05.6.02.0.0.14,,,S
M004,05.6.02.0.0.15,1,,M
M004,05.6.02.0.0.16,0.5,,L
M004,05.6.02.0.0.17,,,S
M004,05.6.02.0.0.99,0.2,,P
M004,06,53.2,,R
M004,06.1,32.5,,R
M004,06.1.01,29.7,,R
M004,06.1.01.0,29.7,,R
M004,06.1.01.0.0,29.7,,R
M004,06.1.01.0.0.00,4.8,,M
M004,06.1.01.0.0.01,6.5,,R
M004,06.1.01.0.0.02,0.8,,L
M004,06.1.01.0.0.03,0.1,,L
M004,06.1.01.0.0.04,5.4,,R
M004,06.1.01.0.0.05,1.2,,M
M004,06.1.01.0.0.06,0.5,,L
M004,06.1.01.0.0.07,0.8,,M
M004,06.1.01.0.0.08,,,S
M004,06.1.01.0.0.09,,,S
M004,06.1.01.0.0.10,3.9,,M
M004,06.1.01.0.0.11,0.3,,L
M004,06.1.01.0.0.12,1.2,,M
M004,06.1.01.0.0.13,1.3,,M
M004,06.1.01.0.0.14,0.4,,L
M004,06.1.01.0.0.15,0.4,,L
M004,06.1.01.0.0.16,0.7,,M
M004,06.1.01.0.0.18,,,S
M004,06.1.01.0.0.19,0.3,,L
M004,06.1.01.0.0.20,0.8,,M
M004,06.1.01.0.0.21,8.4,,M
M004,06.1.01.0.0.22,,,S
M004,06.1.01.0.0.23,0.6,,L
M004,06.1.01.0.0.24,0.2,,L
M004,06.1.01.0.0.25,0.5,,L
M004,06.1.01.0.0.99,0.8,,L
M004,06.1.02,3.1,,L
M004,06.1.02.0,3.1,,L
M004,06.1.02.0.0,3.1,,L
M004,06.1.02.0.0.01,1.8,,M
M004,06.1.02.0.0.03,0.2,,P
M004,06.1.02.0.0.04,0.1,,L
M004,06.1.02.0.0.99,1.1,,L
M004,06.1.03,2.2,,M
M004,06.1.03.0,2.2,,M
M004,06.1.03.0.0,2.2,,M
M004,06.1.03.0.0.01,1.2,,L
M004,06.1.03.0.0.02,0.4,,L
M004,06.1.03.0.0.03,,,S
M004,06.1.03.0.0.04,,,S
M004,06.1.03.0.0.05,0.3,,L
M004,06.1.03.0.0.06,,,S
M004,06.1.03.0.0.07,,,S
M004,06.1.03.0.0.99,0.2,,P
M004,06.2,36.1,,R
M004,06.2.01,23.9,,R
M004,06.2.01.0,23.9,,R
M004,06.2.01.0.0,23.9,,R
M004,06.2.01.0.0.01,10,,R
M004,06.2.01.0.0.02,4.5,,M
M004,06.2.01.0.0.03,1.6,,M
M004,06.2.01.0.0.04,0.4,,L
M004,06.2.01.0.0.05,6.9,,M
M004,06.2.01.0.0.06,2.1,,M
M004,06.2.01.0.0.07,1.9,,M
M004,06.2.01.0.0.08,0.3,,L
M004,06.2.01.0.0.09,0.4,,L
M004,06.2.01.0.0.10,,,S
M004,06.2.01.0.0.11,0.3,,L
M004,06.2.01.0.0.12,,,S
M004,06.2.01.0.0.13,,,S
M004,06.2.01.0.0.99,0.8,,M
M004,06.2.02,17.9,,R
M004,06.2.02.0,17.9,,R
M004,06.2.02.0.0,17.9,,R
M004,06.2.02.0.0.01,17.2,,R
M004,06.2.02.0.0.02,1.1,,L
M004,06.2.03,1.8,,M
M004,06.2.03.1,1.8,,M
M004,06.2.03.1.0,1.8,,M
M004,06.2.03.1.0.01,0.4,,L
M004,06.2.03.1.0.02,1.2,,M
M004,06.2.03.1.0.03,0.3,,L
M004,06.2.03.2,,,S
M004,06.2.03.2.0,,,S
M004,06.2.03.2.0.01,,,S
