Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
GFSA.SLS01G02991,2011.06,703,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2012.06,957,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2013.06,1103,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2014.06,699,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2015.06,783,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2016.06,743,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2017.06,677,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2018.06,730,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02991,2019.06,751,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Capital grants,,,,
GFSA.SLS01G02992,2009.06,338,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2010.06,395,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2011.06,241,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2012.06,200,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2013.06,275,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2014.06,349,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2015.06,595,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2016.06,619,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2017.06,575,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2018.06,901,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02992,2019.06,885,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Other capital transfers,,,,
GFSA.SLS01G02998,2009.06,4097,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Taxation revenue,,,,
GFSA.SLS01G02998,2010.06,4289,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Operating Statement, Operating Income",Taxation revenue,,,,
